timeframe,param_id,exit_model,friction_case,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,total_trades_next_open,ev_per_trade_r_next_open,total_ev_r_next_open,max_drawdown_r_next_open,profit_factor_next_open,total_trades_next_close,ev_per_trade_r_next_close,total_ev_r_next_close,max_drawdown_r_next_close,profit_factor_next_close,ev_delta_close_minus_open_r,trade_delta_close_minus_open
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,2598,-0.325570576250117,-845.8323570978039,-850.0193449559434,0.6235996221194346,2548,-0.35674272293660886,-908.9804580424793,-913.215076753899,0.5856524702112684,-0.031172146686491875,-50
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,2608,-0.7853498160278446,-2048.1923202006187,-2046.6881502414622,0.3307793991877912,2558,-0.8056424864635723,-2060.833480373818,-2059.418723620735,0.3090949626743556,-0.02029267043572769,-50
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,base,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,4891,-0.5179741808871504,-2533.4117187190527,-2532.6326781888247,0.42947568137430847,4654,-0.4995224232574426,-2324.777357840138,-2330.004915665075,0.4365428264533017,0.0184517576297078,-237
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_a,stress,2.0,2.0,2.0,0.7,0.3,0.5,True,1.0,1.5,4908,-1.0321091587774978,-5065.591751279959,-5063.987107488978,0.1922984601690119,4675,-1.0209656516880177,-4773.014421641483,-4771.408045717698,0.1898376616669749,0.011143507089480087,-233
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,base,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,4732,-0.3918754274026129,-1854.3545224691643,-1862.9144222961,0.560394524575665,4529,-0.3766659009757463,-1705.919865519155,-1709.4672610946084,0.5672376228015329,0.01520952642686657,-203
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,stress,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,4767,-0.8423577182962971,-4015.5192431184482,-4014.0150731592926,0.2981135904010768,4554,-0.8260342385557732,-3761.759922382991,-3761.8564632565913,0.29902699261846105,0.01632347974052395,-213
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,base,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,4162,-0.5129428594464833,-2134.8681810162634,-2135.636795263158,0.43409818692122326,3994,-0.508097892002916,-2029.3429806596464,-2033.69486603294,0.4307292056601038,0.004844967443567327,-168
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_a,stress,2.0,2.0,2.0,0.7,0.3,0.65,True,1.0,1.5,4172,-1.0365813852175663,-4324.6175391276865,-4323.012895336707,0.19207878550125002,4007,-1.0319731437568476,-4135.116387033689,-4133.510011109897,0.1873089139731,0.004608241460718698,-165
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,4047,-0.37571086242976837,-1520.5018602532725,-1530.5179890944746,0.5763042456109998,3910,-0.38360693531252593,-1499.9031170719763,-1503.6418401511992,0.5614367057522923,-0.007896072882757565,-137
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,stress,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,4074,-0.8330036137123079,-3393.6567222639424,-3392.152552304788,0.3050600328290065,3928,-0.8387203937204843,-3294.4937065340623,-3294.5902474076665,0.29389386295007,-0.005716780008176436,-146
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,base,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,3571,-0.5021260771177243,-1793.0922213873935,-1791.7897952117664,0.43919173788863974,3458,-0.4762044416280288,-1646.7149591497234,-1648.9488478900173,0.45326489435244455,0.025921635489695505,-113
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_a,stress,2.0,2.0,2.0,0.8,0.2,0.5,True,1.0,1.5,3573,-1.0123980908525796,-3617.2983786162667,-3615.693734825287,0.1972109654358767,3463,-0.9901807996243335,-3428.996109099067,-3427.3897331752755,0.20022215519694764,0.022217291228246117,-110
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,base,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,3492,-0.37081331367638615,-1294.8800913579405,-1299.114513744881,0.5783194024437558,3389,-0.3442957499569938,-1166.818296604252,-1170.3656921797058,0.5965308848836759,0.026517563719392345,-103
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,stress,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,3507,-0.8193786244949937,-2873.5608361039426,-2872.0566661447906,0.30796651410818326,3403,-0.7915598245311761,-2693.6780828795922,-2693.774623753192,0.31491865937955216,0.02781879996381753,-104
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,base,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,3159,-0.4902865273795631,-1548.8151399920398,-1547.5127138164123,0.44964205884780367,3073,-0.48800480516054523,-1499.6387662583554,-1501.856537078872,0.44454530072108095,0.0022817222190178454,-86
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_a,stress,2.0,2.0,2.0,0.8,0.2,0.65,True,1.0,1.5,3161,-1.0076269862540506,-3185.108903549054,-3183.5042597580727,0.20051580604708508,3075,-1.0072663170054832,-3097.343924791861,-3095.737548868077,0.1948974716275873,0.00036066924856736904,-86
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,3093,-0.34399509684506174,-1063.976834541776,-1069.6674859429809,0.604975438528767,3022,-0.34492359994697613,-1042.359119039762,-1045.906514615215,0.5964391460284914,-0.0009285031019143908,-71
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,stress,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,3105,-0.7987886367888322,-2480.238717229324,-2478.734547270165,0.32159850942960794,3032,-0.7985762370787812,-2421.2831508228646,-2421.379691696463,0.31264004769405546,0.00021239971005093672,-73
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,1980,-0.577919048621739,-1144.2797162710433,-1142.7146521014372,0.3952891470315757,1916,-0.557771683796228,-1068.6905461535728,-1072.7372251553825,0.403151809836874,0.02014736482551105,-64
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,1.5,0.7,0.3,0.5,True,1.0,1.5,1986,-1.1522173735827197,-2288.303703935281,-2286.1731837715383,0.16501035760465227,1918,-1.1267016250537603,-2161.0137168531123,-2160.0929489438918,0.16523911718106826,0.025515748528959437,-68
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,1954,-0.4432822043265308,-866.1734272540413,-870.981858087413,0.5277805243795631,1900,-0.43934382063923877,-834.7532592145536,-847.0776828974731,0.5271094578406453,0.003938383687292046,-54
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,1959,-0.9276496658663529,-1817.2656954321853,-1815.3238951623941,0.2743472835733175,1904,-0.921451858931143,-1754.4443394048963,-1756.5160684138839,0.27121824409404593,0.006197806935209882,-55
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,base,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,1721,-0.5600363052193431,-963.8224812824895,-964.0946528192512,0.40949220312067275,1674,-0.5442614715555615,-911.0937033840099,-914.3811154070258,0.41477130572957943,0.01577483366378163,-47
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_a,stress,3.0,3.0,1.5,0.7,0.3,0.65,True,1.0,1.5,1723,-1.1447968410069904,-1972.4849570550443,-1970.3544368912983,0.1699949299747142,1675,-1.1171218531125324,-1871.1791039634918,-1870.2583360542724,0.17054728605431876,0.027674987894457992,-48
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,1700,-0.4121390738840966,-700.6364256029642,-709.0300535169324,0.5552426318191336,1665,-0.4425324071278724,-736.8164578679075,-749.6835531742196,0.5258294299025126,-0.0303933332437758,-35
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,1705,-0.9015194217242966,-1537.0906140399256,-1536.8713745699856,0.28906993423376465,1666,-0.9277018844171393,-1545.551339438954,-1548.6872768058756,0.27112676024395754,-0.026182462692842745,-39
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,base,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,1394,-0.5461152362715417,-761.2846393625291,-759.7195751929224,0.41594963042098043,1363,-0.5067260275018152,-690.6675754849741,-693.8081907649776,0.4405527397560428,0.039389208769726514,-31
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_a,stress,3.0,3.0,1.5,0.8,0.2,0.5,True,1.0,1.5,1395,-1.1230750617825083,-1566.689711186599,-1564.5591910228522,0.17303510192864607,1364,-1.0941404907761303,-1492.4076294186416,-1491.4868615094224,0.17506934942845329,0.028934571006377974,-31
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,1376,-0.4083495794575461,-561.8890213335834,-564.8435480525237,0.5569797510533896,1356,-0.39704050857591916,-538.3869296289464,-544.7964854984557,0.5627284115342638,0.011309070881626915,-20
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,1378,-0.8916858686910009,-1228.7431270561992,-1226.8013267864121,0.29099109222945013,1357,-0.8778641588931846,-1191.2616636180514,-1193.3333926270366,0.29043042669351127,0.013821709797816273,-21
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,base,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,1254,-0.5228354883335566,-655.63570237028,-654.0706382006732,0.4341076554880564,1226,-0.4925730044158902,-603.8945034138814,-606.009675206635,0.4522328499579108,0.03026248391766645,-28
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_a,stress,3.0,3.0,1.5,0.8,0.2,0.65,True,1.0,1.5,1255,-1.1158432738971469,-1400.3833087409193,-1398.2527885771733,0.17667208057719977,1226,-1.089486464113648,-1335.7104050033324,-1334.7896370941132,0.17851633227785307,0.02635680978349897,-29
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,1237,-0.37042560208291303,-458.21646977656343,-461.17099649550266,0.5912085436861461,1221,-0.39749142730504944,-485.33703273946537,-490.97769923268623,0.5632621657223819,-0.027065825222136408,-16
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,1239,-0.8595912927412588,-1065.0336117064196,-1063.091811436633,0.30861971766645235,1221,-0.8808094071563205,-1075.4682861378674,-1077.5400151468525,0.29108210318867017,-0.021218114415061717,-18
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,1752,-0.570464641607584,-999.4540520964872,-997.8889879268804,0.4001834566369869,1696,-0.5658210430525631,-959.632489017147,-967.0183704017389,0.3981677134405417,0.004643598555020945,-56
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,2.5,0.7,0.3,0.5,True,1.0,1.5,1758,-1.134639752327554,-1994.6966845918398,-1992.5661644280951,0.16966989313209216,1698,-1.1232255094677148,-1907.2369150761797,-1907.21419255766,0.16664902139978988,0.011414242859839163,-60
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,1728,-0.42906067523798436,-741.416846811237,-745.048176104114,0.5397275500825133,1680,-0.45767317207744485,-768.8909290901073,-787.6389365292993,0.5116457280148138,-0.02861249683946049,-48
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,1732,-0.9077711631852069,-1572.2596546367784,-1570.3178543669899,0.28261018136335414,1685,-0.9274517245536534,-1562.756155872906,-1571.4458649656972,0.26718024150509434,-0.019680561368446536,-47
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,base,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,1524,-0.5498475151385088,-837.9676130710874,-836.5200249944478,0.4167170153447864,1484,-0.5542996743628208,-822.5807167544261,-829.2494183091409,0.4086320445057244,-0.004452159224311969,-40
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_a,stress,3.0,3.0,2.5,0.7,0.3,0.65,True,1.0,1.5,1526,-1.1246822788274908,-1716.265157490751,-1714.1346373270044,0.17572136742288674,1485,-1.1117804897611014,-1650.9940272952356,-1650.9713047767164,0.17307187127657908,0.01290178906638939,-41
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,1505,-0.3899940721569386,-586.9410785961926,-592.4029231989931,0.5749541337806118,1475,-0.44984910773946074,-663.5274339157046,-682.9182661204477,0.5199660146694175,-0.05985503558252214,-30
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,stress,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,1509,-0.8769534651650887,-1323.3227789341188,-1321.380978664331,0.30031588182646585,1477,-0.9282420406543412,-1371.013494046462,-1381.1893107041446,0.27019625472185976,-0.051288575489252586,-32
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,base,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,1227,-0.5340694885643376,-655.3032624684422,-653.738198298835,0.4243453445178058,1200,-0.5055628463709965,-606.6754156451957,-612.6423803517196,0.44218041411450226,0.028506642193341092,-27
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_a,stress,3.0,3.0,2.5,0.8,0.2,0.5,True,1.0,1.5,1228,-1.1039663278023077,-1355.670650541234,-1353.5401303774872,0.1785060128686999,1201,-1.0808455875154204,-1298.0955506060197,-1297.1747826968008,0.17993970037985113,0.023120740286887376,-27
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,1211,-0.38472622852080546,-465.9034627386954,-467.43203599479847,0.5783334898898016,1193,-0.4005751315383609,-477.8861319252645,-487.360148997523,0.5595302164018008,-0.015848903017555427,-18
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,1212,-0.8625973648724102,-1045.4680062253613,-1043.5262059555741,0.30456572287033695,1195,-0.8672732335137678,-1036.3915140489526,-1041.3343626795229,0.29423790022779767,-0.004675868641357606,-17
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,base,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,1106,-0.5153297055522822,-569.954654340824,-568.3895901712168,0.43970065977724354,1083,-0.49543232756466155,-536.5532107525285,-541.54052826148,0.45125092469903644,0.019897377987620646,-23
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_a,stress,3.0,3.0,2.5,0.8,0.2,0.65,True,1.0,1.5,1107,-1.1006915379507252,-1218.4655325114527,-1216.335012347706,0.18119793856181107,1083,-1.0777473887538604,-1167.2004220204308,-1166.279654111212,0.18339189583611368,0.022944149196864716,-24
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,1091,-0.34790521874628905,-379.5645936522013,-381.0931669083046,0.6126695323362467,1078,-0.39162497529469403,-422.17172336768016,-430.87685106365,0.5687035663043177,-0.04371975654840499,-13
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,1092,-0.8300607859177324,-906.4263782221637,-904.4845779523764,0.32337723496191195,1079,-0.8705021532676583,-939.2718233758034,-943.6820474909102,0.29545657005815673,-0.04044136734992598,-13
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,base,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,1874,-0.5703523898094309,-1068.8403785028736,-1067.882098577005,0.4000339397754495,1813,-0.5579979848422272,-1011.6503465189579,-1017.3489684748604,0.4028920274166593,0.012354404967203747,-61
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_a,stress,3.0,3.0,2.0,0.7,0.3,0.5,True,1.0,1.5,1880,-1.1396391413410385,-2142.5215857211524,-2140.3910655574077,0.16783087785078374,1815,-1.1156632347656976,-2024.9287710997412,-2024.0080031905213,0.16739347323497508,0.023975906575340877,-65
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,1849,-0.4332317917699324,-801.045582982605,-806.1028657383181,0.53593219097189,1797,-0.44312458350840633,-796.2948765646062,-813.2244390567581,0.5232045135543346,-0.00989279173847396,-52
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,stress,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,1853,-0.9113795709145306,-1688.7863449046251,-1687.189410321451,0.2805297870566221,1801,-0.9171143484049971,-1651.7229414773997,-1658.2671211093714,0.2716777442010012,-0.0057347774904664695,-52
