timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1377,1397.5665161514414,0.3427741466957153,-0.2107028576071937,-290.1378349251057,-305.29014855856536,20,0.689171951134874,1.3629180984078049,-1.031420085495679,,-35.04972606537666,,4.7447293819045395
1h,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,1536,1558.9412990621745,0.3470052083333333,-0.21083889754786322,-323.8485466335179,-337.4864823796387,31,0.6872446879075043,1.3351234999380852,-1.0323722553345138,,-5.137441471454325,,8.877427919029559
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1586,1609.6880861410214,0.34237074401008827,-0.21147297972830562,-335.3961458490927,-350.12801418593705,20,0.6901032312728486,1.3754830757120882,-1.0376639079201884,,-47.38401672550744,,9.039472915326245
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1484,1506.1646405001738,0.341644204851752,-0.21446742790766604,-318.2696630149764,-332.18630916399127,31,0.6904391956290923,1.4001248264816282,-1.0523366940032364,,-38.63371296684964,,19.02490382993532
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1275,1294.043070510594,0.33568627450980393,-0.22699085300510585,-289.41333758150995,-296.72449942671057,27,0.6743829590506176,1.4004713699806157,-1.0493684580085165,,-59.812386843485015,,15.230053818944292
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,1095,1111.3546370267454,0.33515981735159817,-0.22967608117781205,-251.4953088897042,-265.90210287406376,33,0.6629893363717513,1.3481143284345012,-1.0250731695400634,,1.825120352672019,,2.821273413534996
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1286,1305.2073636679404,0.3343701399688958,-0.2309119998078658,-296.9528317529154,-313.275407010959,29,0.6673271067426656,1.3852889385726934,-1.0427886394149224,,-13.933436093916665,,14.284070087791827
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,1163,1180.370267453977,0.33619948409286327,-0.23184623521884715,-269.63717155951923,-284.2298227368053,30,0.6661426502852471,1.3759710752456373,-1.0461682150007297,,-17.883864409869314,,17.277977315594285
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,1046,1061.6227856894754,0.3326959847036329,-0.23397264761690031,-244.73538940727772,-261.68991862932376,29,0.6619192107189287,1.3768988024234776,-1.0371005338834498,,-20.000296475741525,,12.096073080726207
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1066,1081.9215005210142,0.3339587242026266,-0.23403599272775036,-249.4823682477819,-253.9468367146305,19,0.6631700610210324,1.3797616987780426,-1.0432077929757253,,-13.30797892772373,,13.2910448336747
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1115,1131.6533518582842,0.33183856502242154,-0.23646037262424918,-263.65331547603785,-270.96447732123914,23,0.6601712803770725,1.3842931215037617,-1.0413983495737311,,-16.000008725066934,,14.261170687579922
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1003,1017.9805488016673,0.3339980059820538,-0.23688796929912934,-237.59863320702672,-241.86913081239294,43,0.6688827785336787,1.4327399685758158,-1.0742013812573727,,-13.16776896148978,,28.833033044453096
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,823,835.2921153178187,0.33414337788578374,-0.2387221886836514,-196.4683612866451,-197.9718334908335,39,0.6622801631925994,1.4010224850079107,-1.061586760335439,,-4.557271327058,,13.769179392026366
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,1217,1235.1767974991317,0.33360723089564503,-0.23945030949364932,-291.4110266537712,-301.4240545686607,35,0.6518732200850075,1.3440197614826561,-1.0321615904016395,,1.3554576749481062,,9.66968984371364
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,741,752.0673845085099,0.3333333333333333,-0.24030769551553544,-178.06800237701177,-179.57147458119996,36,0.6571144080993275,1.3815947898984458,-1.0512589382225261,,-12.244137183745172,,11.456075013749244
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,925,938.8155609586662,0.3318918918918919,-0.24072994300851025,-222.67519728287198,-224.92527677587415,45,0.6625556764844155,1.4241434035521197,-1.067778676655943,,-5.340445150690042,,19.27335216987745
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1277,1296.072941993748,0.3335943617854346,-0.24090211932135155,-307.6320063733659,-319.8757601280486,21,0.6510050400517174,1.3470605408667617,-1.0358164474531215,,-40.8612617142896,,0.6145489630630978
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1123,1139.7728377908998,0.3321460373998219,-0.24642206937210495,-276.73198390487386,-287.1420690581454,20,0.6402306044111178,1.3202699502759627,-1.0255902338104106,,-59.467135544433106,,0.3276208474779602
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,828,840.3667940257034,0.3272946859903382,-0.2492471409867526,-206.37663273703114,-209.95154759169196,41,0.6497171997824953,1.4125270791657338,-1.0577584761058259,,-9.322436617779088,,14.28949240448894
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,889,902.2778742618965,0.32733408323959506,-0.2508169732424502,-222.97628921253823,-227.24678681790448,42,0.6495933373279812,1.4204792733294211,-1.0641066183133776,,-52.260113012565874,,16.500781289149902
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,945,959.1142757902049,0.328042328042328,-0.2527088532908964,-238.8098663598971,-243.27433482674556,17,0.636124678432753,1.3467290051744754,-1.033536784195251,,-11.773176152997936,,8.44739265836584
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,894,907.3525529697812,0.3243847874720358,-0.25420612812599913,-227.26027854464323,-232.79021984227637,35,0.6362351128521243,1.3706368200353543,-1.0343459542299602,,3.0938983657284007,,9.427828171491102
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,979,993.6220910038209,0.3237997957099081,-0.25934405332550486,-253.89782820566927,-257.2174670325404,36,0.6319970908740679,1.3755093636009261,-1.0421968224579499,,1.9505623474740537,,15.924388256951032
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,574,585.7606519208382,0.32926829268292684,-0.2596412471965359,-149.0340758908116,-157.0444637017199,30,0.6428012237116021,1.4190265046764332,-1.0837145072069023,,1.269357984048548,,10.38070983129313
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,897,910.397360194512,0.32441471571906355,-0.26002400157065175,-233.24152940887464,-238.0267553898774,30,0.6211652196999758,1.3142263730721673,-1.0159759141466589,,-19.13170212004496,,6.000776902541709
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,528,538.8181606519208,0.32765151515151514,-0.2601040146659179,-137.33491974360467,-142.1736046908225,29,0.6407156826777735,1.4156698029947623,-1.0767487201737986,,0.8022248882692118,,9.251364958557119
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,592,600.8419590135464,0.32263513513513514,-0.2635539019417713,-156.02390994952862,-156.8018802478333,33,0.6268136767999378,1.3720518851040888,-1.0426080299361835,,-30.641675126904993,,10.974903982180017
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,825,837.3219868009726,0.32242424242424245,-0.26384518536227664,-217.67227792387823,-223.5866326280489,30,0.6225651529465691,1.3497840728860804,-1.0316902349044286,,-13.319989655117,,15.354741389792219
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,654,667.3997671711293,0.3256880733944954,-0.2641117099714844,-172.7290583213508,-185.98796166734235,33,0.6420708372264018,1.454694048737701,-1.0942831988718391,,-6.315948869173756,,13.836181894056526
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,987,1001.7415769364363,0.3232016210739615,-0.2650464617385489,-261.6008577359478,-266.3860837169506,32,0.6170944413868504,1.3216256048547341,-1.0227536312643832,,-26.240074036854814,,6.030975907494835
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,760,771.3511635984718,0.32105263157894737,-0.26706946451851,-202.9727930340676,-207.3915259087669,29,0.6162986009400934,1.3361210331600555,-1.0251672967541108,,-38.918433928890146,,11.566982270240324
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,419,428.0333294487822,0.3221957040572792,-0.26762658554959845,-112.13553934528174,-118.08040127394548,25,0.6298918620791034,1.413666188366629,-1.0668326576576643,,5.81071681779442,,4.318247814187654
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,600,612.2933643771828,0.3233333333333333,-0.2676348529884035,-160.5809117930421,-170.88123663449048,31,0.6362977621483838,1.4481268707812098,-1.0874815879916178,,-43.715400765497265,,10.76787691551417
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,446,455.61542943712857,0.32286995515695066,-0.2687558925350596,-119.86512807063659,-131.32753856754852,26,0.6298364132831978,1.4163299283762099,-1.0722405223735456,,5.293012084217533,,2.03726210113199
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,634,643.4692601597777,0.31703470031545744,-0.2751831522948684,-174.46611855494658,-174.09943169353605,35,0.6150930926304361,1.3870757750756109,-1.046809120889479,,-7.781160864796109,,14.76266310173191
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_close,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,575,586.7811408614668,0.32,-0.2759806740735215,-158.68888759227485,-167.20736888469185,31,0.6254841623647763,1.4403725040184026,-1.0836762872932504,,0.37495827116620783,,9.276971688517747
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,626,638.8260768335274,0.3210862619808307,-0.2767601698519409,-173.251866327315,-184.94205048342252,32,0.6262131951496867,1.4440429567708677,-1.0905988250311986,,-4.0038814818606285,,12.345276667060103
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,660,669.857589440778,0.31363636363636366,-0.2820515972580769,-186.15405419033073,-186.49494585329208,40,0.6082651453407834,1.3963775896099833,-1.04901592768123,,4.281291467795482,,5.330275031282582
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,715,725.6790552275096,0.3132867132867133,-0.2827280352659813,-202.15054521517663,-205.46160779486166,42,0.6096203228133397,1.409285990306876,-1.0546448208633745,,2.0053461476033005,,6.994929185406197
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,480,490.3484442372684,0.3145833333333333,-0.28579702626641645,-137.1825726078799,-142.97304588757396,29,0.6135924173099407,1.4426345848685724,-1.079089346270621,,11.439216196347765,,1.8614018171433506
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,778,789.6200069468566,0.31233933161953725,-0.28587564459262826,-222.41125149306478,-226.5458885152746,44,0.6078948450900394,1.418980374711814,-1.060230808501001,,-17.763684438373204,,5.423173391971695
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,711,721.6193122612018,0.30942334739803096,-0.2914555714934137,-207.22491133181714,-207.55920785311176,42,0.5995792230514483,1.4104225818749863,-1.0540079009049168,,0.6708995200584136,,9.118034150834475
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,511,522.0167812609253,0.3131115459882583,-0.29298423488625114,-149.71494402687432,-161.02296587481652,30,0.6066957301207955,1.443402478573961,-1.084499545865265,,9.763509837146056,,2.03726210113199
1h,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,3.0,3.0,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,458,467.87414054306026,0.31004366812227074,-0.2966937753120307,-135.88574909291006,-141.84544320834107,29,0.5998473842034513,1.4345004128489507,-1.0746354674603198,,11.439216196347765,,2.1436489582146745
1h,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,3.0,3.0,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,489,499.5424775667172,0.30879345603271985,-0.3035135388791503,-148.41812051190448,-159.89536319558363,30,0.5936241300490005,1.4357988932531809,-1.0805436490921148,,9.763509837146056,,2.03726210113199
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,535,545.9615832363213,0.38691588785046727,-0.06823696611769138,-36.50677687296489,-68.96605704271076,20,0.8999693027479222,1.586709953980765,-1.1126699309359245,,10.143227928162792,,31.24837135606519
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,423,432.16993006993005,0.39243498817966904,-0.06996550109572462,-29.595406963491513,-50.14260203542169,19,0.896976685631012,1.552250704774158,-1.1177783033307462,,10.01429090719255,,27.111335285391373
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,583,594.945052386496,0.38421955403087477,-0.07193126474085194,-41.93592734391668,-71.06278843364598,26,0.8951746413463809,1.5987466474248655,-1.1143598227495446,,10.86992758608439,,27.33254434304391
1h,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,583,594.945052386496,0.38250428816466553,-0.07534280119357321,-43.92485309585318,-69.0900507858038,22,0.8901491589224326,1.5961174806572977,-1.1107195868956405,,13.19318430100378,,23.95809949725338
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,917,931.3430656934307,0.3816793893129771,-0.0812245453514819,-74.4829080873089,-96.09326199343226,31,0.8760753951757855,1.5044318560579826,-1.060024793135102,,10.191329428191525,,31.96337738607876
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,608,620.4572759022119,0.37993421052631576,-0.08207704998052534,-49.90284638815941,-73.62239006862512,28,0.8815988470127141,1.6085272399382615,-1.117964559188058,,8.557410554526454,,24.949316901909185
1h,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,636,649.0309662398138,0.3789308176100629,-0.08210941047812899,-52.221585064090036,-76.64312499740231,28,0.8812404153114867,1.6078989197088953,-1.1132284169973006,,13.919883958925379,,20.0422724842321
1h,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,462,472.0153846153846,0.38311688311688313,-0.09052579156256925,-41.82291570190699,-55.44927484983143,22,0.8686703270196963,1.5629070997087777,-1.117394639825827,,8.873351627143123,,25.501553191115043
1h,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,664,677.6046565774157,0.375,-0.09152703161983704,-60.77394899557179,-79.29223639837173,30,0.8689180672162231,1.6179090379924537,-1.1171886733872114,,11.607366927367442,,24.361019788436078
1h,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,451,460.7769230769231,0.3835920177383592,-0.09514116310600051,-42.90866456080623,-58.24819710540016,19,0.8617409791903969,1.5459027303927324,-1.116366319851615,,10.805130755721141,,20.97571489599844
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,484,494.4923076923077,0.378099173553719,-0.10163716921524908,-49.19238990018056,-57.34495450272926,23,0.8541644826193646,1.5744360841686333,-1.1206451604752175,,5.418192223346443,,21.975683377741575
1h,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1155,1165.3694751381215,0.37142857142857144,-0.10528087994318239,-121.59941633437566,-148.3033287624081,33,0.84185215005572,1.5088523083792833,-1.059086854861003,,1.4033512026590667,,31.052704073472434
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,906,920.1710114702815,0.3686534216335541,-0.10569791941828886,-95.7623149929697,-107.90213247332495,38,0.8462414124265912,1.5779856996284032,-1.088827864805693,,0.5206394145319668,,27.981642260216987
1h,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,1120,1137.5182481751826,0.37142857142857144,-0.11056842428409411,-123.8366351981854,-146.31052826827263,42,0.833794578006345,1.4933778030328393,-1.0583548313350093,,-6.70295299049833,,20.304926282974865
1h,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,777,789.1532846715329,0.37194337194337196,-0.11180718490708214,-86.87418267280282,-101.61342224627293,30,0.8328603292767748,1.497909320140875,-1.065102410232614,,3.723093879879229,,28.113343859977473
1h,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,1407,1429.007299270073,0.3717128642501777,-0.11281455719827561,-158.73008197797378,-189.25552317418402,26,0.82925120896959,1.4739611191494928,-1.0515969992004055,,7.328586691401915,,25.28183456712248
1h,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,726,737.3555787278415,0.3677685950413223,-0.11449112553368454,-83.12055713745498,-91.35914951038794,34,0.8334957202822489,1.5583864290652436,-1.0876029056598584,,0.6363995402629257,,24.398406665013766
1h,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,494,504.7090909090909,0.37449392712550605,-0.11525908446870387,-56.937987727539706,-69.29450893729042,22,0.8350767263873409,1.5583852158270326,-1.1172791348075752,,9.664191475671714,,19.36593280172211
1h,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1750,1765.7113259668508,0.36742857142857144,-0.11904659110704217,-208.3315344373238,-245.93361635022973,22,0.8208224852026073,1.4842592899657499,-1.0503254362107506,,0.213507793878571,,28.63522912880996
1h,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,1011,1026.8133472367049,0.3669634025717112,-0.12066801293215763,-121.99536107441136,-142.28993416847297,33,0.820527170864001,1.503362334132349,-1.0620981047461138,,7.102500319754599,,23.844015721350985
1h,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,911,925.2492179353494,0.36443468715697036,-0.12084495386587013,-110.08975297180768,-125.94151230802457,38,0.8205198995692182,1.51593865722622,-1.0593806341466538,,3.665325093346504,,18.670264494604996
1h,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,756,767.8248175182482,0.3664021164021164,-0.12133520634799666,-91.72941599908548,-102.87332339356354,30,0.8241221503462479,1.5517054996926707,-1.0888347378161904,,1.4755182969958414,,26.459942146416118
1h,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1423,1435.775552486188,0.36472241742796907,-0.121490863759802,-172.88149913019825,-202.03643070759625,32,0.8188270983795569,1.5054978127654244,-1.0555695397737317,,-21.158375133711434,,16.521023660681557
1h,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,602,611.4160583941606,0.3687707641196013,-0.12216474613947,-73.54317717596093,-79.78265875622314,27,0.8230057286149215,1.540398409983871,-1.093451642611527,,3.9355470299154276,,23.876349701434574
1h,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,842,855.169968717414,0.36223277909738716,-0.12304499528573555,-103.60388603058934,-114.30341390161523,36,0.8222545997643613,1.5713905861552027,-1.0854339195678329,,2.3806870661608754,,24.546023228838497
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,1073,1089.7831074035455,0.3625349487418453,-0.12447763246380544,-133.56449963366325,-163.458639740441,26,0.814974090551574,1.512351337030666,-1.055364283243556,,-10.548482735215888,,22.953753960429896
1h,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,516,527.186013986014,0.3701550387596899,-0.12462686419731255,-64.30746192581327,-73.11072343713751,23,0.8233777174503714,1.5695733595937553,-1.1202953034099092,,6.2090320718750345,,15.840062988348642
1h,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,1031,1047.1261730969761,0.35984481086323955,-0.12598526164290416,-129.8908047538342,-141.73760006782518,42,0.8198603770539429,1.5934379140062147,-1.0925095012880908,,-9.663933943404135,,26.733916111558436
1h,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,1148,1158.3066298342542,0.3597560975609756,-0.12867372041626018,-147.7174310378667,-166.62529899714275,38,0.8109634582094508,1.5343951470047883,-1.0631600363957066,,-5.665104097890195,,21.992899872032318
