entry_mode,filter_name,event_threshold,min_simultaneous_drops,exit_model,friction_case,horizon_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,average_return_pct,median_return_pct,cumulative_return_units,win_rate,return_volatility_pct,sharpe_like,annualized_trade_sharpe_like,max_drawdown_units,max_losing_streak,average_win_pct,average_loss_pct,best_month,worst_month,best_symbol,worst_symbol,best_month_contribution,best_symbol_contribution,positive_month_rate,positive_symbol_rate,average_concurrent_positions,max_concurrent_positions
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,2025-10,27,521.6132231404958,4.222115542221549,2.234568326998123,1.1399711963998183,0.6296296296296297,12.456719979642585,1.7611984486698964,7.741064897250189,-0.478316510990923,9,10.265538857147883,-6.0517040931532184,2025-10,2025-10,ADAUSDT,AVAXUSDT,0.9999999999999998,0.32031702024617464,1.0,1.0,12.537037037037036,26
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,2025-11,4,1461.0,0.9037503175293192,0.9258283471700124,0.03615001270117277,1.0,0.825910320596192,2.1884950338843994,41.825455347147404,0.0,0,0.9037503175293192,0.0,2025-11,2025-11,AVAXUSDT,SOLUSDT,1.0000000000000002,0.4617934069478491,1.0,1.0,2.0,4
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,2026-01,15,431.1147540983606,0.1523060517391026,0.2552789165396386,0.022845907760865394,0.6666666666666666,1.0530759071518725,0.5601484165633642,3.002990277487436,-0.050917950368114306,5,0.737638581289797,-1.0183590073622861,2026-01,2026-01,XRPUSDT,SOLUSDT,0.9999999999999996,1.2893395986275757,1.0,0.5714285714285714,2.7,6
next_open,drop3_breadth4,-0.03,4,pure_horizon_12,base,12,4.0,5.0,2026-02,15,5478.75,4.396816085126941,6.392590922254851,0.6595224127690412,0.6666666666666666,4.3600396808698685,3.9056514895378505,74.64291645535161,-0.04987121172319754,5,7.216344650968858,-1.242241046556891,2026-02,2026-02,XRPUSDT,AVAXUSDT,1.0000000000000002,0.24299806140316996,1.0,1.0,3.3,9
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2025-05,5,1826.25,0.19876129003971965,0.08576700859415545,0.009938064501985984,1.0,0.27383830116282304,1.623015312091426,31.01828124468213,0.0,0,0.19876129003971965,0.0,2025-05,2025-05,XRPUSDT,ADAUSDT,1.0,0.6853137065211152,1.0,1.0,2.5,5
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2025-06,4,152.95092693565977,-1.0517283439069307,-1.0728499419584936,-0.04206913375627723,0.25,1.4530925507036891,-1.4475724115406279,-8.951305068615895,-0.02145699883916987,3,0.7358732609924746,-1.647595545540066,2025-06,2025-06,SOLUSDT,AVAXUSDT,,,0.0,0.25,1.25,3
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2025-09,1,365.25,0.17858815800893452,0.17858815800893452,0.001785881580089345,1.0,0.0,0.0,0.0,0.0,0,0.17858815800893452,0.0,2025-09,2025-09,LINKUSDT,LINKUSDT,1.0,1.0,1.0,1.0,0.5,1
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2025-10,27,521.6132231404958,5.955313950139656,3.02200010823857,1.607934766537707,0.7777777777777778,10.889496482329388,2.8417033845606556,12.490250792142632,-0.099773748844118,2,8.745338457413453,-3.8097718253186317,2025-10,2025-10,ADAUSDT,LTCUSDT,1.0000000000000002,0.3295946699159001,1.0,1.0,12.537037037037036,26
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2025-11,4,1461.0,1.2829872884117568,1.4122987571510248,0.05131949153647027,0.75,1.0188422951411393,2.518519881890113,48.13273013187109,-0.0008019782792314037,1,1.7373823271900557,-0.08019782792314065,2025-11,2025-11,AVAXUSDT,SOLUSDT,1.0,0.46523248687516755,1.0,0.75,2.0,4
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2026-01,15,431.1147540983606,-0.5201012701268478,-0.24297461863872033,-0.07801519051902717,0.4666666666666667,1.2358748271433437,-1.6298928607508336,-8.737956351300804,-0.10242558456735154,5,0.46771630273658227,-1.3844416463823488,2026-01,2026-01,XRPUSDT,SOLUSDT,,,0.0,0.2857142857142857,2.7,6
next_close,drop3_breadth4,-0.03,4,pure_horizon_12,stress,12,8.0,10.0,2026-02,15,5478.75,3.4877865287567302,5.108355497713295,0.5231679793135096,0.7333333333333333,3.966913567268933,3.405201275988785,65.07855476561315,-0.07048676586540706,4,5.396861319808332,-1.7621691466351765,2026-02,2026-02,XRPUSDT,AVAXUSDT,0.9999999999999998,0.21799471619339467,1.0,1.0,3.3,9
